data,method,clustering,sigma,noise,criteria,rank,Accuracy,Consistency
Statlog,NMDS,K-Means,0.0,Laplace,V Measure,2.0,0.0040018411629436325,0.004028031537072414
Statlog,NMDS,K-Means,0.0,Laplace,V Measure,5.0,0.0038359702613685975,0.004157674389514806
Statlog,NMDS,K-Means,0.0,Laplace,V Measure,10.0,0.004087662833356108,0.004155034772702437
Statlog,NMDS,HC,0.0,Normal,ARI,2.0,-2.8583145810530486e-05,5.008159373507641e-05
Statlog,NMDS,HC,0.0,Normal,ARI,5.0,-0.00010101018398231861,5.8339624348627575e-06
Statlog,NMDS,HC,0.0,Normal,ARI,10.0,5.720036416810562e-05,-1.7766330266532058e-05
Statlog,NMDS,HC,0.0,Normal,Fowlkes Mallows,2.0,0.14856962282715205,0.1550053343503187
Statlog,NMDS,HC,0.0,Normal,Fowlkes Mallows,5.0,0.1428386896017984,0.14337086781256805
Statlog,NMDS,HC,0.0,Normal,Fowlkes Mallows,10.0,0.1427096603999258,0.14282027067441164
Statlog,NMDS,HC,0.0,Normal,MI,2.0,-8.805191785269514e-05,8.293229022219576e-05
Statlog,NMDS,HC,0.0,Normal,MI,5.0,-0.00016529238666255982,3.881539455775821e-06
Statlog,NMDS,HC,0.0,Normal,MI,10.0,8.273900951626727e-05,-2.8258551658703205e-05
Statlog,NMDS,HC,0.0,Normal,V Measure,2.0,0.00398248904819091,0.004201027892272832
Statlog,NMDS,HC,0.0,Normal,V Measure,5.0,0.003861921512351121,0.00403376355431681
Statlog,NMDS,HC,0.0,Normal,V Measure,10.0,0.004106921599202217,0.00399768266172089
Statlog,NMDS,K-Means,0.0,Normal,ARI,2.0,-5.643259208865089e-05,-1.2822998015770261e-05
Statlog,NMDS,K-Means,0.0,Normal,ARI,5.0,-0.00010101018398231861,8.365690509226976e-06
Statlog,NMDS,K-Means,0.0,Normal,ARI,10.0,5.720036416810562e-05,-1.1999243895248495e-05
Statlog,NMDS,K-Means,0.0,Normal,Fowlkes Mallows,2.0,0.14339996451401052,0.1444061721147689
Statlog,NMDS,K-Means,0.0,Normal,Fowlkes Mallows,5.0,0.1428386896017984,0.15291100639065194
Statlog,NMDS,K-Means,0.0,Normal,Fowlkes Mallows,10.0,0.1427096603999258,0.15567202038517247
Statlog,NMDS,K-Means,0.0,Normal,MI,2.0,-6.692353973820123e-05,-4.23060147496246e-05
Statlog,NMDS,K-Means,0.0,Normal,MI,5.0,-0.00016529238666255982,3.5553961039019256e-05
Statlog,NMDS,K-Means,0.0,Normal,MI,10.0,8.273900951626727e-05,-1.2432675010122236e-05
Statlog,NMDS,K-Means,0.0,Normal,V Measure,2.0,0.003963923380548688,0.00399584521739212
Statlog,NMDS,K-Means,0.0,Normal,V Measure,5.0,0.003861921512351121,0.0041388889778881015
Statlog,NMDS,K-Means,0.0,Normal,V Measure,10.0,0.004106921599202217,0.0041122972513590005
Statlog,NMDS,HC,1.0,Laplace,ARI,2.0,-0.00010252921573986608,-3.969616864482953e-07
Statlog,NMDS,HC,1.0,Laplace,ARI,5.0,-5.840210687546211e-05,9.208366112929138e-06
Statlog,NMDS,HC,1.0,Laplace,ARI,10.0,-9.149874763681012e-05,6.131942909337028e-05
Statlog,NMDS,HC,1.0,Laplace,Fowlkes Mallows,2.0,0.14802621518719875,0.15467414582935085
Statlog,NMDS,HC,1.0,Laplace,Fowlkes Mallows,5.0,0.14831962181814426,0.15281637604250065
Statlog,NMDS,HC,1.0,Laplace,Fowlkes Mallows,10.0,0.14829436903327045,0.1563595626786909
Statlog,NMDS,HC,1.0,Laplace,MI,2.0,-0.00013812438563246159,8.217686843480307e-05
Statlog,NMDS,HC,1.0,Laplace,MI,5.0,-6.924755812878597e-05,3.7304282790416796e-05
Statlog,NMDS,HC,1.0,Laplace,MI,10.0,-0.00017886056853156848,4.979404554202247e-05
Statlog,NMDS,HC,1.0,Laplace,V Measure,2.0,0.0039294768687521305,0.0042007980726101535
Statlog,NMDS,HC,1.0,Laplace,V Measure,5.0,0.003999402869352771,0.004140319969420477
Statlog,NMDS,HC,1.0,Laplace,V Measure,10.0,0.003890644740799638,0.004180816609198061
Statlog,NMDS,K-Means,1.0,Laplace,ARI,2.0,-6.23213380067876e-05,2.3363949206624146e-05
Statlog,NMDS,K-Means,1.0,Laplace,ARI,5.0,-6.798982659671126e-05,3.811566655899435e-05
Statlog,NMDS,K-Means,1.0,Laplace,ARI,10.0,-3.398931872829149e-05,6.448285656059261e-06
Statlog,NMDS,K-Means,1.0,Laplace,Fowlkes Mallows,2.0,0.14336279860911286,0.14437334564104512
Statlog,NMDS,K-Means,1.0,Laplace,Fowlkes Mallows,5.0,0.1428447099811095,0.14345572729357206
Statlog,NMDS,K-Means,1.0,Laplace,Fowlkes Mallows,10.0,0.14265106568476488,0.1429027850371481
Statlog,NMDS,K-Means,1.0,Laplace,MI,2.0,-9.772455341428493e-05,1.7509106201002434e-05
Statlog,NMDS,K-Means,1.0,Laplace,MI,5.0,-0.00010462642126325213,6.10520277832045e-05
Statlog,NMDS,K-Means,1.0,Laplace,MI,10.0,-5.3003309624366965e-05,6.517967958476272e-06
Statlog,NMDS,K-Means,1.0,Laplace,V Measure,2.0,0.003932944307088836,0.004054852204900518
Statlog,NMDS,K-Means,1.0,Laplace,V Measure,5.0,0.0039221783852375,0.0040912353528858225
Statlog,NMDS,K-Means,1.0,Laplace,V Measure,10.0,0.003971869072053143,0.004032794608708247
Statlog,NMDS,HC,1.0,Normal,ARI,2.0,-3.200961201795304e-05,4.620252534355725e-05
Statlog,NMDS,HC,1.0,Normal,ARI,5.0,0.00013211495114181737,-2.9308742971558067e-05
Statlog,NMDS,HC,1.0,Normal,ARI,10.0,0.00010895646624611244,7.050216023230925e-06
Statlog,NMDS,HC,1.0,Normal,Fowlkes Mallows,2.0,0.1483006955606899,0.15395118677872194
Statlog,NMDS,HC,1.0,Normal,Fowlkes Mallows,5.0,0.1478826966420324,0.15370159010715376
Statlog,NMDS,HC,1.0,Normal,Fowlkes Mallows,10.0,0.14907587056429686,0.15643752322949755
Statlog,NMDS,HC,1.0,Normal,MI,2.0,-5.437812925251879e-05,6.032952736133965e-05
Statlog,NMDS,HC,1.0,Normal,MI,5.0,0.00022684307263899658,-4.197575568994562e-05
Statlog,NMDS,HC,1.0,Normal,MI,10.0,0.00015429990726475675,4.161570690132459e-05
Statlog,NMDS,HC,1.0,Normal,V Measure,2.0,0.004014277308431523,0.004172252482422823
Statlog,NMDS,HC,1.0,Normal,V Measure,5.0,0.004290361828323164,0.004067025213863053
Statlog,NMDS,HC,1.0,Normal,V Measure,10.0,0.004227049240306144,0.004172593959083782
Statlog,NMDS,K-Means,1.0,Normal,ARI,2.0,-3.016953616663787e-05,4.7369751124787016e-05
Statlog,NMDS,K-Means,1.0,Normal,ARI,5.0,-8.107311335347653e-06,-1.4998643256049396e-05
Statlog,NMDS,K-Means,1.0,Normal,ARI,10.0,8.983154836836039e-05,-2.9823437473064185e-05
Statlog,NMDS,K-Means,1.0,Normal,Fowlkes Mallows,2.0,0.14337998467420526,0.1445635283524107
Statlog,NMDS,K-Means,1.0,Normal,Fowlkes Mallows,5.0,0.14298082972004444,0.1434226513119808
Statlog,NMDS,K-Means,1.0,Normal,Fowlkes Mallows,10.0,0.14277623889425844,0.14291208050166784
Statlog,NMDS,K-Means,1.0,Normal,MI,2.0,-3.5103632704142305e-05,5.26872302130844e-05
Statlog,NMDS,K-Means,1.0,Normal,MI,5.0,4.614962885655818e-06,-2.8821975274242456e-05
Statlog,NMDS,K-Means,1.0,Normal,MI,10.0,0.0001321518250218439,-4.623998322775111e-05
Statlog,NMDS,K-Means,1.0,Normal,V Measure,2.0,0.003995266480262082,0.0040911854635259535
Statlog,NMDS,K-Means,1.0,Normal,V Measure,5.0,0.004031646949115085,0.0040017720883331175
Statlog,NMDS,K-Means,1.0,Normal,V Measure,10.0,0.0041564296995108396,0.003980534190675674
Statlog,NMDS,HC,1.5,Laplace,ARI,2.0,-3.3052735544822636e-06,4.324209676205474e-05
Statlog,NMDS,HC,1.5,Laplace,ARI,5.0,-0.0001846113272902905,2.535452185826432e-05
Statlog,NMDS,HC,1.5,Laplace,ARI,10.0,4.729078797081163e-05,3.92570090917084e-05
Statlog,NMDS,HC,1.5,Laplace,Fowlkes Mallows,2.0,0.1478311694567672,0.15341858132379152
Statlog,NMDS,HC,1.5,Laplace,Fowlkes Mallows,5.0,0.14784926645332294,0.15376242297121806
Statlog,NMDS,HC,1.5,Laplace,Fowlkes Mallows,10.0,0.1491572066321786,0.15608878455976494
Statlog,NMDS,HC,1.5,Laplace,MI,2.0,-8.354654013800853e-05,9.97218811763132e-05
Statlog,NMDS,HC,1.5,Laplace,MI,5.0,-0.00023111233809449522,-2.7876233492095564e-05
Statlog,NMDS,HC,1.5,Laplace,MI,10.0,4.389762057377727e-05,1.1426580128763652e-05
Statlog,NMDS,HC,1.5,Laplace,V Measure,2.0,0.003981431478036557,0.0042063764813041
Statlog,NMDS,HC,1.5,Laplace,V Measure,5.0,0.0038359468891735827,0.0040823499185640155
Statlog,NMDS,HC,1.5,Laplace,V Measure,10.0,0.004117286801717846,0.004136766337135879
Statlog,NMDS,K-Means,1.5,Laplace,ARI,2.0,-0.00010123520556127757,1.3734242433618766e-05
Statlog,NMDS,K-Means,1.5,Laplace,ARI,5.0,8.661957883693123e-05,-1.4093021079775702e-05
Statlog,NMDS,K-Means,1.5,Laplace,ARI,10.0,-2.7343186002356352e-05,2.69515923192796e-05
Statlog,NMDS,K-Means,1.5,Laplace,Fowlkes Mallows,2.0,0.14337161526014075,0.1444491037265806
Statlog,NMDS,K-Means,1.5,Laplace,Fowlkes Mallows,5.0,0.14302842841770258,0.14341186473072254
Statlog,NMDS,K-Means,1.5,Laplace,Fowlkes Mallows,10.0,0.14266441037656405,0.14291317866561853
Statlog,NMDS,K-Means,1.5,Laplace,MI,2.0,-0.00018751779824048402,7.3222511917419965e-06
Statlog,NMDS,K-Means,1.5,Laplace,MI,5.0,0.000115755253675621,-2.111692420837047e-05
Statlog,NMDS,K-Means,1.5,Laplace,MI,10.0,-4.487807002407031e-05,4.4152917198484555e-05
Statlog,NMDS,K-Means,1.5,Laplace,V Measure,2.0,0.003843879508145674,0.004045402519099836
Statlog,NMDS,K-Means,1.5,Laplace,V Measure,5.0,0.004142065969637261,0.004009324074035203
Statlog,NMDS,K-Means,1.5,Laplace,V Measure,10.0,0.0039800255415993096,0.004070218247171211
Statlog,NMDS,HC,1.5,Normal,ARI,2.0,-9.189427738007287e-05,4.418426662448412e-05
Statlog,NMDS,HC,1.5,Normal,ARI,5.0,-5.5534760349147373e-05,3.956849256915959e-05
Statlog,NMDS,HC,1.5,Normal,ARI,10.0,-8.624943194360272e-06,-1.8521468738088933e-05
Statlog,NMDS,HC,1.5,Normal,Fowlkes Mallows,2.0,0.1479570858809577,0.15383796130889396
Statlog,NMDS,HC,1.5,Normal,Fowlkes Mallows,5.0,0.14802007912563714,0.15389968088976858
Statlog,NMDS,HC,1.5,Normal,Fowlkes Mallows,10.0,0.14868017054625116,0.155141629778689
Statlog,NMDS,HC,1.5,Normal,MI,2.0,-0.0001594614017817532,7.152383601646596e-05
Statlog,NMDS,HC,1.5,Normal,MI,5.0,-0.00010140771645841516,2.533669994754997e-05
Statlog,NMDS,HC,1.5,Normal,MI,10.0,-2.2844681465317004e-05,2.930823073136005e-05
Statlog,NMDS,HC,1.5,Normal,V Measure,2.0,0.00390803482980873,0.004182844681059404
Statlog,NMDS,HC,1.5,Normal,V Measure,5.0,0.003965736751787468,0.0041365895228961036
Statlog,NMDS,HC,1.5,Normal,V Measure,10.0,0.004048096742472174,0.004148989308028062
Statlog,NMDS,K-Means,1.5,Normal,ARI,2.0,-5.0849611996466356e-05,2.1757397884768974e-05
Statlog,NMDS,K-Means,1.5,Normal,ARI,5.0,-5.070290517444293e-05,-1.177832614041337e-05
Statlog,NMDS,K-Means,1.5,Normal,ARI,10.0,0.00012105180013078891,-6.576038645200568e-06
Statlog,NMDS,K-Means,1.5,Normal,Fowlkes Mallows,2.0,0.14340736158784625,0.14444111969641205
Statlog,NMDS,K-Means,1.5,Normal,Fowlkes Mallows,5.0,0.14288367988161352,0.14335961861811722
Statlog,NMDS,K-Means,1.5,Normal,Fowlkes Mallows,10.0,0.14280749849477786,0.14291619171480174
Statlog,NMDS,K-Means,1.5,Normal,MI,2.0,-8.143949092268669e-05,1.657078876254191e-05
Statlog,NMDS,K-Means,1.5,Normal,MI,5.0,-9.158072638123614e-05,-1.7587837622926924e-05
Statlog,NMDS,K-Means,1.5,Normal,MI,10.0,0.00020941920253918792,-1.2871764805459946e-05
Statlog,NMDS,K-Means,1.5,Normal,V Measure,2.0,0.003949456364709239,0.004054466059592623
Statlog,NMDS,K-Means,1.5,Normal,V Measure,5.0,0.003935362572189848,0.004012434225701766
Statlog,NMDS,K-Means,1.5,Normal,V Measure,10.0,0.004233417698552552,0.0040136597727628036
Statlog,NMDS,HC,2.0,Laplace,ARI,2.0,4.0722810750013946e-05,5.7355581653498365e-05
Statlog,NMDS,HC,2.0,Laplace,ARI,5.0,3.1627703091503984e-05,1.7056950798859533e-05
Statlog,NMDS,HC,2.0,Laplace,ARI,10.0,-0.0001530628205633835,4.4296600936708446e-05
Statlog,NMDS,HC,2.0,Laplace,Fowlkes Mallows,2.0,0.14814263276976686,0.15368122029716946
Statlog,NMDS,HC,2.0,Laplace,Fowlkes Mallows,5.0,0.1480187140028066,0.15535681161501114
Statlog,NMDS,HC,2.0,Laplace,Fowlkes Mallows,10.0,0.14821801482967714,0.1550480889663771
Statlog,NMDS,HC,2.0,Laplace,MI,2.0,-3.165356312663035e-05,7.152752091106555e-05
Statlog,NMDS,HC,2.0,Laplace,MI,5.0,6.212201648841145e-05,2.0221329988895287e-05
Statlog,NMDS,HC,2.0,Laplace,MI,10.0,-0.0002306169012272388,2.2244745869140477e-05
Statlog,NMDS,HC,2.0,Laplace,V Measure,2.0,0.0040355629435939715,0.004180752726220683
Statlog,NMDS,HC,2.0,Laplace,V Measure,5.0,0.004127476186950575,0.004142253521798489
Statlog,NMDS,HC,2.0,Laplace,V Measure,10.0,0.0038390484322458336,0.0041410135060205785
Statlog,NMDS,K-Means,2.0,Laplace,ARI,2.0,0.00015024684021109917,4.2761035069534e-05
Statlog,NMDS,K-Means,2.0,Laplace,ARI,5.0,-0.00011732913458716636,2.3396306034294268e-05
Statlog,NMDS,K-Means,2.0,Laplace,ARI,10.0,-3.25733059923308e-05,-1.4121238830963675e-05
Statlog,NMDS,K-Means,2.0,Laplace,Fowlkes Mallows,2.0,0.143610057505176,0.14441284378867625
Statlog,NMDS,K-Means,2.0,Laplace,Fowlkes Mallows,5.0,0.14278283789782406,0.14352005442114227
Statlog,NMDS,K-Means,2.0,Laplace,Fowlkes Mallows,10.0,0.1426386354026315,0.14281115821226045
Statlog,NMDS,K-Means,2.0,Laplace,MI,2.0,0.0002008330189603165,4.866508961598816e-05
Statlog,NMDS,K-Means,2.0,Laplace,MI,5.0,-0.0001911903354340989,3.6134142042623435e-05
Statlog,NMDS,K-Means,2.0,Laplace,MI,10.0,-4.978126749065616e-05,-2.329885894810805e-05
Statlog,NMDS,K-Means,2.0,Laplace,V Measure,2.0,0.004230783089729349,0.004086064740002529
Statlog,NMDS,K-Means,2.0,Laplace,V Measure,5.0,0.00383582339646335,0.004066986778054704
Statlog,NMDS,K-Means,2.0,Laplace,V Measure,10.0,0.0039749854330612035,0.004002541220852899
Statlog,NMDS,HC,2.0,Normal,ARI,2.0,0.00012906328028323058,4.135755584731482e-05
Statlog,NMDS,HC,2.0,Normal,ARI,5.0,6.806028364076238e-06,-2.313129457899314e-05
Statlog,NMDS,HC,2.0,Normal,ARI,10.0,-3.520303319892036e-05,-2.1001475409186415e-05
Statlog,NMDS,HC,2.0,Normal,Fowlkes Mallows,2.0,0.1481740041719969,0.15273169831851208
Statlog,NMDS,HC,2.0,Normal,Fowlkes Mallows,5.0,0.14841051261836688,0.15292043762346147
Statlog,NMDS,HC,2.0,Normal,Fowlkes Mallows,10.0,0.14879377596617793,0.15562763291712325
Statlog,NMDS,HC,2.0,Normal,MI,2.0,0.00018600792727459472,6.485428556015251e-05
Statlog,NMDS,HC,2.0,Normal,MI,5.0,-5.1958818835432395e-05,-2.695008338816895e-05
Statlog,NMDS,HC,2.0,Normal,MI,10.0,-6.505093171751614e-05,7.467860113753206e-06
Statlog,NMDS,HC,2.0,Normal,V Measure,2.0,0.004251923954508836,0.0041676721553104545
Statlog,NMDS,HC,2.0,Normal,V Measure,5.0,0.0040168401601096285,0.004075020946820647
Statlog,NMDS,HC,2.0,Normal,V Measure,10.0,0.004007547140925018,0.004132565805382646
Statlog,NMDS,K-Means,2.0,Normal,ARI,2.0,8.410759575063562e-06,1.0364076957756348e-05
Statlog,NMDS,K-Means,2.0,Normal,ARI,5.0,0.00011017218337317334,1.5298295581130018e-06
Statlog,NMDS,K-Means,2.0,Normal,ARI,10.0,0.0001414971607314627,6.3304603443797875e-06
Statlog,NMDS,K-Means,2.0,Normal,Fowlkes Mallows,2.0,0.14344161198974995,0.14443728131273675
Statlog,NMDS,K-Means,2.0,Normal,Fowlkes Mallows,5.0,0.1430612099385786,0.14349509803484836
Statlog,NMDS,K-Means,2.0,Normal,Fowlkes Mallows,10.0,0.14279476033246818,0.1429110664057704
Statlog,NMDS,K-Means,2.0,Normal,MI,2.0,2.696741304646868e-05,-7.702493823262257e-06
Statlog,NMDS,K-Means,2.0,Normal,MI,5.0,0.00015185203726495746,2.5321444281586184e-06
Statlog,NMDS,K-Means,2.0,Normal,MI,10.0,0.00022025908664055703,1.124336604711377e-05
Statlog,NMDS,K-Means,2.0,Normal,V Measure,2.0,0.004057317121564508,0.0040303044521941365
Statlog,NMDS,K-Means,2.0,Normal,V Measure,5.0,0.004178124599460077,0.004033474607028203
Statlog,NMDS,K-Means,2.0,Normal,V Measure,10.0,0.004243989106589664,0.0040375581253032115
Statlog,PCA,HC,0.0,Laplace,ARI,2.0,0.32617732253998194,1.0
Statlog,PCA,HC,0.0,Laplace,ARI,5.0,0.4462057951118236,1.0
Statlog,PCA,HC,0.0,Laplace,ARI,10.0,0.40432010237953137,1.0
Statlog,PCA,HC,0.0,Laplace,Fowlkes Mallows,2.0,0.475338335886885,1.0
Statlog,PCA,HC,0.0,Laplace,Fowlkes Mallows,5.0,0.5610457058848182,1.0
Statlog,PCA,HC,0.0,Laplace,Fowlkes Mallows,10.0,0.5239455185758654,1.0
Statlog,PCA,HC,0.0,Laplace,MI,2.0,0.5079631727302429,1.0
Statlog,PCA,HC,0.0,Laplace,MI,5.0,0.595189258912822,1.0
Statlog,PCA,HC,0.0,Laplace,MI,10.0,0.5538235822793601,1.0
Statlog,PCA,HC,0.0,Laplace,V Measure,2.0,0.5103087901941484,1.0
Statlog,PCA,HC,0.0,Laplace,V Measure,5.0,0.5970741829104085,1.0
Statlog,PCA,HC,0.0,Laplace,V Measure,10.0,0.5558178377534232,1.0
Statlog,PCA,K-Means,0.0,Laplace,ARI,2.0,0.3313724575203824,0.9930826947513434
Statlog,PCA,K-Means,0.0,Laplace,ARI,5.0,0.4571924419219989,0.8800462799393014
Statlog,PCA,K-Means,0.0,Laplace,ARI,10.0,0.4720467470349488,0.8278378859744115
Statlog,PCA,K-Means,0.0,Laplace,Fowlkes Mallows,2.0,0.4731912230801446,0.9948524692579248
Statlog,PCA,K-Means,0.0,Laplace,Fowlkes Mallows,5.0,0.5625726408552797,0.9058831817745217
Statlog,PCA,K-Means,0.0,Laplace,Fowlkes Mallows,10.0,0.5749491692366173,0.8649323239468759
Statlog,PCA,K-Means,0.0,Laplace,MI,2.0,0.5021949076443242,0.9842764911090334
Statlog,PCA,K-Means,0.0,Laplace,MI,5.0,0.5868124816790072,0.8947536302082797
Statlog,PCA,K-Means,0.0,Laplace,MI,10.0,0.5953204380779465,0.8795721147625123
Statlog,PCA,K-Means,0.0,Laplace,V Measure,2.0,0.5045743811178112,0.9843568936538444
Statlog,PCA,K-Means,0.0,Laplace,V Measure,5.0,0.5886613156919056,0.8952561568892232
Statlog,PCA,K-Means,0.0,Laplace,V Measure,10.0,0.5971369432453902,0.8801491854119534
Statlog,PCA,HC,0.0,Normal,ARI,2.0,0.32617732253998194,1.0
Statlog,PCA,HC,0.0,Normal,ARI,5.0,0.4462057951118236,1.0
Statlog,PCA,HC,0.0,Normal,ARI,10.0,0.40432010237953137,1.0
Statlog,PCA,HC,0.0,Normal,Fowlkes Mallows,2.0,0.475338335886885,1.0
Statlog,PCA,HC,0.0,Normal,Fowlkes Mallows,5.0,0.5610457058848182,1.0
Statlog,PCA,HC,0.0,Normal,Fowlkes Mallows,10.0,0.5239455185758654,1.0
Statlog,PCA,HC,0.0,Normal,MI,2.0,0.5079631727302429,1.0
Statlog,PCA,HC,0.0,Normal,MI,5.0,0.595189258912822,1.0
Statlog,PCA,HC,0.0,Normal,MI,10.0,0.5538235822793601,1.0
Statlog,PCA,HC,0.0,Normal,V Measure,2.0,0.5103087901941484,1.0
Statlog,PCA,HC,0.0,Normal,V Measure,5.0,0.5970741829104085,1.0
Statlog,PCA,HC,0.0,Normal,V Measure,10.0,0.5558178377534232,1.0
Statlog,PCA,K-Means,0.0,Normal,ARI,2.0,0.3312999890168226,0.9937920340134988
Statlog,PCA,K-Means,0.0,Normal,ARI,5.0,0.4566660088211234,0.8779380558029778
Statlog,PCA,K-Means,0.0,Normal,ARI,10.0,0.46787542311089897,0.8872293714035314
Statlog,PCA,K-Means,0.0,Normal,Fowlkes Mallows,2.0,0.4730703704680386,0.9953797125498224
Statlog,PCA,K-Means,0.0,Normal,Fowlkes Mallows,5.0,0.5612985876012302,0.9040899862936312
Statlog,PCA,K-Means,0.0,Normal,Fowlkes Mallows,10.0,0.5738336041156478,0.9116887378628076
Statlog,PCA,K-Means,0.0,Normal,MI,2.0,0.5019252474500701,0.985478427984064
Statlog,PCA,K-Means,0.0,Normal,MI,5.0,0.5851723931730182,0.8971035638297947
Statlog,PCA,K-Means,0.0,Normal,MI,10.0,0.5918038446520943,0.9200656944368214
Statlog,PCA,K-Means,0.0,Normal,V Measure,2.0,0.5043055766290635,0.9855526785994734
Statlog,PCA,K-Means,0.0,Normal,V Measure,5.0,0.5870244877210216,0.8975927857882526
Statlog,PCA,K-Means,0.0,Normal,V Measure,10.0,0.5936436667369576,0.9204498234525559
Statlog,PCA,HC,1.0,Laplace,ARI,2.0,0.1838576300041764,0.15360500046047948
Statlog,PCA,HC,1.0,Laplace,ARI,5.0,0.2385858819395012,0.17553741815214174
Statlog,PCA,HC,1.0,Laplace,ARI,10.0,0.22481772450355247,0.18009309591445608
Statlog,PCA,HC,1.0,Laplace,Fowlkes Mallows,2.0,0.3197781553039738,0.3138570080623182
Statlog,PCA,HC,1.0,Laplace,Fowlkes Mallows,5.0,0.3684167925018628,0.3361298419136058
Statlog,PCA,HC,1.0,Laplace,Fowlkes Mallows,10.0,0.36724606512895336,0.3600653794364842
Statlog,PCA,HC,1.0,Laplace,MI,2.0,0.2775151833692559,0.2421165933401501
Statlog,PCA,HC,1.0,Laplace,MI,5.0,0.31447887379743283,0.2384111027929083
Statlog,PCA,HC,1.0,Laplace,MI,10.0,0.3058156030606228,0.24391784497272026
Statlog,PCA,HC,1.0,Laplace,V Measure,2.0,0.28066432679038866,0.2455992542839643
Statlog,PCA,HC,1.0,Laplace,V Measure,5.0,0.3174840354581121,0.2419456652502912
Statlog,PCA,HC,1.0,Laplace,V Measure,10.0,0.3089218473286505,0.24758036009091586
Statlog,PCA,K-Means,1.0,Laplace,ARI,2.0,0.19615709735617398,0.1642796647595588
Statlog,PCA,K-Means,1.0,Laplace,ARI,5.0,0.2951407810867812,0.2495297388340572
Statlog,PCA,K-Means,1.0,Laplace,ARI,10.0,0.31293539316248425,0.2915517918018041
Statlog,PCA,K-Means,1.0,Laplace,Fowlkes Mallows,2.0,0.3242223254759968,0.3107163567835572
Statlog,PCA,K-Means,1.0,Laplace,Fowlkes Mallows,5.0,0.4080386939127705,0.3809024674200706
Statlog,PCA,K-Means,1.0,Laplace,Fowlkes Mallows,10.0,0.4284334719003921,0.4247702964354173
Statlog,PCA,K-Means,1.0,Laplace,MI,2.0,0.2867642815698538,0.2561401318024643
Statlog,PCA,K-Means,1.0,Laplace,MI,5.0,0.35294161194797674,0.2934129970353855
Statlog,PCA,K-Means,1.0,Laplace,MI,10.0,0.3701999954424942,0.3308688598173524
Statlog,PCA,K-Means,1.0,Laplace,V Measure,2.0,0.28984060207987833,0.25948393225952976
Statlog,PCA,K-Means,1.0,Laplace,V Measure,5.0,0.3557275192957543,0.2965831073008293
Statlog,PCA,K-Means,1.0,Laplace,V Measure,10.0,0.3729488375340634,0.333946918470726
Statlog,PCA,HC,1.0,Normal,ARI,2.0,0.2400103444939313,0.2662025947354261
Statlog,PCA,HC,1.0,Normal,ARI,5.0,0.32946359245711904,0.3154670402917982
Statlog,PCA,HC,1.0,Normal,ARI,10.0,0.33090098540565605,0.3580964435458238
Statlog,PCA,HC,1.0,Normal,Fowlkes Mallows,2.0,0.3716573917919616,0.4127871882560622
Statlog,PCA,HC,1.0,Normal,Fowlkes Mallows,5.0,0.449979021615277,0.4565055420967325
Statlog,PCA,HC,1.0,Normal,Fowlkes Mallows,10.0,0.4607397598952698,0.5046033856806535
Statlog,PCA,HC,1.0,Normal,MI,2.0,0.3497450146060063,0.3620874024671425
Statlog,PCA,HC,1.0,Normal,MI,5.0,0.4266659708551209,0.3992444748755663
Statlog,PCA,HC,1.0,Normal,MI,10.0,0.4384414245648228,0.4507783183697236
Statlog,PCA,HC,1.0,Normal,V Measure,2.0,0.3526219252770673,0.3650779737570886
Statlog,PCA,HC,1.0,Normal,V Measure,5.0,0.42921256858722223,0.4020895844553353
Statlog,PCA,HC,1.0,Normal,V Measure,10.0,0.4409826165376681,0.4534826546100805
Statlog,PCA,K-Means,1.0,Normal,ARI,2.0,0.2535907542499595,0.2732818608736546
Statlog,PCA,K-Means,1.0,Normal,ARI,5.0,0.3789303880673029,0.40909911822680667
Statlog,PCA,K-Means,1.0,Normal,ARI,10.0,0.4007128686549109,0.4686432544524942
Statlog,PCA,K-Means,1.0,Normal,Fowlkes Mallows,2.0,0.3767617654202742,0.40732224676375184
Statlog,PCA,K-Means,1.0,Normal,Fowlkes Mallows,5.0,0.4832081476633208,0.5186673083927618
Statlog,PCA,K-Means,1.0,Normal,Fowlkes Mallows,10.0,0.5072823902813677,0.5744403680975444
Statlog,PCA,K-Means,1.0,Normal,MI,2.0,0.35744882683697776,0.3797179949141967
Statlog,PCA,K-Means,1.0,Normal,MI,5.0,0.4559606534929291,0.456953405346107
Statlog,PCA,K-Means,1.0,Normal,MI,10.0,0.4822995438167662,0.5251042330292558
Statlog,PCA,K-Means,1.0,Normal,V Measure,2.0,0.3602584606112681,0.3825610635581293
Statlog,PCA,K-Means,1.0,Normal,V Measure,5.0,0.4583283278293917,0.4594372933489808
Statlog,PCA,K-Means,1.0,Normal,V Measure,10.0,0.4845923840206956,0.5273373612750971
Statlog,PCA,HC,1.5,Laplace,ARI,2.0,0.11154455934373048,0.0754887191080319
Statlog,PCA,HC,1.5,Laplace,ARI,5.0,0.12884086863404012,0.07281987895429808
Statlog,PCA,HC,1.5,Laplace,ARI,10.0,0.10910636511984402,0.053984000554455416
